Package_Title,Url,Price,Duration,Rating,Reviews,Group_size,Highlights,Itinerary
Everest Base Camp Trek,https://www.tourradar.com/t/115685,"US,$,1,995",14 days,4.7,37,10,"Walk the legendary mountain trail to Everest Base Camp,Hike to Kalapatthar (5,545m),Sherpa village exploration,Trekking through peaceful and incredible mountain vistas","Day 01: Arrival Day in Kathmandu,,Day 02: Fly to Lukla and Trek to Phakding (2,610m),,Day 03: Trek to Namche (3,440m),,Day 04: Acclimatization Day,,Day 05: Trek to Tengboche (3,860m),,Day 06: Trek to Dingboche (4,410m),,Day 07: Acclimatization Day,,Day 08: Trek to Lobuche (4,910m),,Day 09: Trek to Everest Base Camp (5,364m) via Gorakshep (5,164m),,Day 10: Hike to Kalapatthar (5,545m) and Trek to Pheriche (4,317m),,Day 11: Trek to Namche (3,950m),,Day 12: Trek to Lukla (2,860m),,Day 13: Fly to Kathmandu (1,400m),,Day 14: Departure Day,"
"Ghorepani Ghandruk Trek Poon hill trek, Annapurna sunrise view trek",https://www.tourradar.com/t/119269,"US,$,769",11 days,4.8,2,10,"Moderate and the most popular short trek of Nepal,Enjoy stunning views of Annapurna and Machapuchre,Visit touristic lake city of Pokhara,Soak in sunrise views from Poon Hill","Day 01: Arrival in Kathmandu and Transfer to the hotel ,,Day 02: Sightseeing / Cultural Day in Kathmandu Valley,,Day 03: Kathmandu to Pokhara,,Day 04: Pokhara to Tikhe Dhunga(1491m),,Day 05: Tikhe Dungha Trek to Ghorepani (2850m),,Day 06: Ghorepani to Poon Hill to Tadapani (2520m),,Day 07: Tadapani to Ghandruk (1950m),,Day 08: Ghandruk to Tolka (1790m),,Day 09: Tolka to Phedi and Pokhara,,Day 10: Fly or drive back to Kathmandu,,Day 11: Onward Departure from Kathmandu,"
Experience Nepal,https://www.tourradar.com/t/72658,"US,$,1,400",10 days,4.5,11,12,,"Day 1: Kathmandu,,Day 2: Kathmandu,,Day 3: Bhaktapur (1400m),,Day 4: Panauti - Balthali (1730m),,Day 5: Namobuddha (1530m),,Day 6: Dhulikhel - Pataleban (1600m),,Day 7: Pataleban,,Day 8: Trisuli River,,Day 9: Trisuli River - Kathmandu,,Day 10: Kathmandu,"
Memorable Nepal Trip - 4 Nights / 5 Days,https://www.tourradar.com/t/152847,"US,$,950",5 days,4.9,5,28,,"Day 1: Kathmandu Arrival/Arrive at Tribhuwan International Airport in Kathmandu.,,Day 2:  Kathmandu Valley Sightseeing,,Day 3: Patan and Bhaktapur Durbar Square Sightseeing,,Day 4 Hike to Namobuddha,,Day 5 International Departure,"
Short Annapurna Trek,https://www.tourradar.com/t/75657,"US,$,599",5 days,5.0,1,10,"Marvel at the panoramic alpine views on a scenic flight,Climb through the colourful rhododendron forests,Fall in love with the tranquil lakeside paradise of Pokhara","Day 01 : Arrive at Tribhuwan International Airport (TIA) Kathmandu,,Day 02 : Fly to Pokhara (910m) 30-min then trek to Australian Camp,,Day 03 : Australian Camp to Sarangkot (1991m) 6 hrs,,Day 04 : Trek to Pokhara 2 hrs and fly back to Kathmandu,,Day 05 : Farewell,"
Nepal cultural and natural expreance tour,https://www.tourradar.com/t/116389,"US,$,499",5 days,5.0,1,8,,"Day 1: Kathmandu valley Sightseeing,,Day 2: Kathmandu to Sundarijal (1350m) Drive and trek to Chisapani (2140m),,Day 3: Chisapani to Nagarkot Hike (2195m),,Day 4: Hike to Dhulikhel and Drive to Namobuddha (Largest monastery and school of monk) stay overnight with the monk.,,Day 5: Namanuddha to Bhaktspur for sightseeing and back to Kathmandu hotel,"
Culture Blends Adventure,https://www.tourradar.com/t/75744,"US,$,699",7 days,4.8,2,10,"Watch the sunset over spectacular mountains from Nagarkot,Discover the wonders of Shivapuri watershed and wildlife reserve,Admire the multitude of grand holy temples in Kathmandu","Day 01 : Arrive at Tribhuwan International Airport (TIA) Kathmandu,,Day 02 : Kathmandu valley sightseeing tour,,Day 03 : Drive to Sundarijal and trek to Chisapani (2150m) Duration: 5 hrs,,Day 04 : Trek to Nagarkot (2175m) Duration: 5 hrs,,Day 05 : Trek to Dhulikhel Duration: 5 hrs,,Day 06 : Drive to Kathmandu,,Day 07 : Farewell,"
Explore Nepal - 10 Days,https://www.tourradar.com/t/75746,"US,$,1,235",10 days,4.6,7,12,"Admire the grand holy temples of Kathmandu and Bhaktapur,Watch the sunrise over spectacular mountains from Nagarkot,Fall in love with the tranquil lakeside paradise of Pokhara","Day 01 : Arrive at Kathmandu,,Day 02 : Kathmandu Sightseeing Tour- Nagarkot,,Day 03 : Nagarkot to Kathmandu,,Day 04 : Kathmandu to Chitwan National Park,,Day 05 : Chitwan Jungle Tour,,Day 06 : Visit Elephant Breeding Centre and transfer to Lumbini,,Day 07 : Lumbini to Pokhara,,Day 08 : Pokhara – Sarangkot – Pokhara Sightseeing,,Day 09 : Pokhara to Kathmandu,,Day 10 : Farewell,"
Everest View Trek - Experience the wonderland of the Himalayas,https://www.tourradar.com/t/75624,"US,$,1,160",9 days,5.0,3,12,"Flight to Lukla is a lifetime experience,Ascending through Himalayan pine and cedar forests,Spiritual center of the Khumbu,Dudh Kosi River","Day 01: Arrive at Tribhuwan International Airport (KTM) Kathmandu,,Day 02: Fly to Lukla and trek to Phakding (2652m/8699ft) Duration: 3 hours,,Day 03: Trek to Namche Bazaar (3440m/11283ft) Duration: 6 hours,,Day 04: Namche Bazar - Everest View Hotel - Return,,Day 05: Trek to Tengboche (3860m/12660ft) Duration: 5 hours,,Day 06: Trek to Namche (3440m/11283ft) via Khumjung village (3700m/12136ft) Duration: 6 hours,,Day 07: Trek to Lukla (2800m/9184ft) Duration: 7 hours,,Day 08: Fly back to Kathmandu,,Day 09: Farewell,"
Annapurna Circuit Trek -10 Days,https://www.tourradar.com/t/149677,"US,$,719",10 days,5.0,4,12,,"Day 1: Drive from Kathmandu to Besishar 800m/2755ft- 6hrs by Bus.,,Day 2: Drive from Besishar to Chame (2670 m- 5 hrs) by local jeep approximate.,,Day 3: Trek from Chame to Pissang 3310m/10856ft- 4/5 hrs walk approximate.,,Day 4: Trek from Pisang to Manang 3450m/11316ft- 5/6 hrs walk approximate,,Day 5: Trek from Manang to Yak kharka 4050m13284ft- 4-5 hrs walk approximate.,,Day 6: Trek from Yak kharka to Throung phedi 4550m/12910ft. 4 hrs walk approximate.,,Day 7: Trek from Throng Phedi to Throng La 5416m/17764ft – Muktinath 3800m/12465ft- 9 hrs walk approx,,Day 8: Drive from Muktinat to Tatpani via Jomsom by local jeep 6 hrs,,Day 9: Drive from Tatopani to pokhara by local bus/ jeep 5-6 hrs approx,,Day 10: Drive from Pokhara to Kathmandu  by tourist bus,"
Annapurna Poon Hill Trek,https://www.tourradar.com/t/107435,"US,$,780",6 days,4.8,4,10,"Fall in love with the tranquil lakeside paradise of Pokhara,Be amazed by the incredible mountain vistas from Ghorepani,Enjoy the trails decorated with colourful Rhododendron flowers","Day 01: Arrive at Tribhuwan International Airport (KTM) Kathmandu ,,Day 02: Fly To Pokhara (910m/2985ft) 25-Min then trek to Tikhe Dhunga (1495m/4903ft) Duration: 5 Hrs,,Day 03 Tikhedhunga to Ghorepani (2,850m/9,348ft) Duration: 7 hrs ,,Day 04: Hike up to Poon Hill and onto Tadapani (2,610m/8,560ft) Duration: 7 - 8 hrs ,,Day 05: Tadapani - Pokhara - Kathmandu,,Day 06: Farewell,"
10 Days - Wildlife &amp; Heritage Adventure,https://www.tourradar.com/t/171800,"US,$,1,099",10 days,5.0,7,200,,"Day 1 Arrival Kathmandu (1300m/4265ft),,Day 2 Kathmandu,,Day 3 Patan &amp; Bhaktapur,,Day 4 Drive to Pokhara (884m/2900ft),,Day 5 Pokhara,,Day 6 Drive to Lumbini,,Day 7 Drive to Chitwan,,Day 8 Chitwan,,Day 9 Drive to Kathmandu,,Day 10 Fly back home,"
Langtang Trek,https://www.tourradar.com/t/111887,"US,$,650",8 days,4.7,12,16,,"Day 1: Drive Kathmandu Syabrubesi (1340m) 8 hours   Guest house,,Day 2: SyabrubesiLama Hotel (2480m) 6 hours   Guest house,,Day 3: Lama hotel  Langtang village (3541m) 6 hours   Guest house,,Day 4: Langtang  Kyanjin Gompa (3900m) 4 hours   Guest house,,Day 5: Kyanjin Gompa  Tserko Ri (5033m) 5hours   Guest house,,Day 6: Kyanjing  Lama hotel 7hours   Guest house,,Day 7: Lama hotel  Syabrubensi -6hours   Guest house,,Day 8: Syabrubensi  Kathmandu 9 hours   Hotel,"
Classic Nepal,https://www.tourradar.com/t/4371,"US,$,2,550",11 days,4.5,31,12,,"Day 1: Kathmandu,,Day 2: Kathmandu,,Day 3: Pokhara,,Day 4: Pokhara,,Day 5: Bandipur,,Day 6: Bandipur,,Day 7: Chitwan National Park,,Day 8: Chitwan National Park,,Day 9: Chitwan National Park - Bhaktapur,,Day 10: Bhaktapur - Kathmandu,,Day 11: Kathmandu,"
"Hike Kathmandu Rim with Heritage Tour - Experience lifestyle, Nature and Culture",https://www.tourradar.com/t/154716,"US,$,850",6 days,5.0,7,16,,"Day 01 : Arrival in Kathmandu,,Day 02 : Kathmandu Valley Sightseeing ,,Day 03 Drive to Panauti and Hike to Dhulikhel via Namobuddha,,Day 04 Trek to Nagarkot.,,Day 05 Observe Sunrise view and hike down to Changu Narayan.,,Day 06 Free time in the morning for Souvenier shopping and end of Tour and Departure to your next destination,"
10 Days -Lantang Cultural Trek- Gosainkund Pass,https://www.tourradar.com/t/171682,"US,$,1,199",10 days,5.0,9,50,,"Day 1 Arrival KATHMANDU (1300m/4265ft),,Day 2 Drive to DHUNCHE (1950m/6398ft),,Day 3 Trek to CHANDANBARI (3330m/10926ft) 6-8 hours/1380m ascent,,Day 4 Trek to GOSAIKUNDA (4400m/14436ft) 4-5 hours/1130m ascent,,Day 5 Acclimatize GOSAIKUNDA,,Day 6 Trek to LAUREBINAYAK PASS (4610m/15125ft) down to THAREPATI (3640m/11943ft) 8-9 hours/1320m ascent; 630m descent,,Day 7 Trek to GUL BHANJYANG (2140m/7021ft) 5-6 hours; 210m ascent, 1650m descent,,Day 8 Trek to CHISOPANI (2140m/7021ft) 5-6 hours; 970m ascent, 790m descent,,Day 9 Trek back SUNDARIJAL (1350m4429ft), KATHMANDU,,Day 10 Fly back HOME or extend your HOLIDAYS,"
Poon Hill Trek- Annapurna Sunrise View Trek,https://www.tourradar.com/t/135605,"US,$,585",7 days,4.8,4,12,,"Day 1: Arrival at Kathmandu 1350m/4428ft.,,Day 2: Kathmandu – Pokhara 850m/2788ft- 7 hrs drive.,,Day 3: Pokhara – Tikhedunga 1510m/3810ft- 4 hrs walk approx,,Day 4: Tikhedunga – Gorepani 2750m/9348ft- 5/6 hrs walk approx ,,Day 5: Gorepani – Tadapani 2610m/8560ft- 4/ hrs walk approx,,Day 6: Tadapani – Ghandruk-Nayapul 4 hrs walk and 1.30 hrs drive to Pokhara. ,,Day 7: Pokhara – Kathmandu 7 hrs by drive.,"
Everest Base Camp Trek,https://www.tourradar.com/t/109908,"US,$,1,200",11 days,4.8,23,15,"Sagarmatha National Park,The majestic sights of Mt. Makalu, Mt. Lhotse and Mt. Cho-Oyu,Historical Tengboche monastery,Experience the natural, historical, cultural and geological significance.","Day 1:Kathmandu,Fly to Lukla, trek to Phakding (2,651m),,Day 2: Phakding to Namche Bazaar (3,438m/11,280 ft): 11km,,Day 3:Acclimatization day in Namche Bazaar: (3,440m/11,284ft),,Day 4:Namche Bazaar to Tengboche (3,870m/12,694ft): 10km,,Day 5:Tengboche to Dingboche (4,360 m/14,300 ft): 9km,,Day 6:Dingboche to Lobuche (4940 m/16,207 ft): 4km,,Day 7:Lobuche to Gorak Shep (5170 m/16,961ft), visit Everest,,Day 8:Gorak Shep to Kala Patthar (5,545m/18,192ft) to Pherice,,Day 9:Pheriche to Namche Bazaar (3,440m/11,280 ft): 20km,,Day 10:Namche Bazaar to Lukla (2,860m/9,186ft): 19km,,Day 11:Fly to Kathmandu,"
11 Days -ANNAPURNA BASE CAMP TREK,https://www.tourradar.com/t/169802,"US,$,1,299",11 days,5.0,11,40,,"Day 1: Arrival in Kathmandu (1,300m/4,264ft),,Day 2: Fly to Pokhara (823m/2,700ft) 30 minute flight, trek to Ghandruk (1940m/6360 ft): 5 – 6 hours trek ,,Day 3: Ghandruk to Chhomrong (2170m/7120ft): 5 – 6 hours ,,Day 4: Chhomrong to Bamboo (2310m/7578ft): 4 – 5 hours,,Day 5: Bamboo to Deurali (3230m/10,595ft): 3 – 4 hours  ,,Day 6:  Deurali to Annapurna Base Camp (4,130m/13,545ft) via Machhapuchhre Base Camp (3700m/12135ft): 5 – 6 hours,,Day 7: Annapurna Base Camp to Bamboo: 7 – 8 hours  ,,Day 8: Bamboo to Jhinu Danda (1760m/5770 ft): 5 – 6 hours  ,,Day 9: Trek to Naya Pul then drive to Pokhara: 6 hours trek,,,Day 10:  Fly to Kathmandu  We fly back to Kathmandu in the afternoon,,Day 11:  Final Departure: Home Sweet Home ,"
Langtang Valley Trek,https://www.tourradar.com/t/141592,"US,$,675",11 days,4.8,3,14,,"Day 1:  Arrival In Kathmandu( TIA) International Airport(1,365m) Transfer To Hotel Evening Welcome Dinner With Culture Dance. O/N At Hotel,,Day 2: Kathmandu Sightseeing And Trek Preparations. O/N At Hotel,,,Day 3: Drive From Kathmandu To Syaphrubeshi (1,503 M) 7 Hrs Drive,O/N At Tea House,,Day 4: Trek To Lama Hotel (2,500m) 5 Hrs Walk, O/N At Tea House,,Day 5 : Trek Lama Hotel – Langtang (3,430m) 6-7 Hrs, O/N At Tea House,,Day 6 : Trek To Kyanjin Gompa 3 Hrs Walk, O/N At Tea House,,Day 7:  Kyanjin Gompa – Langshisha Kharka 4285 M- Kyanjin Gompa 7-8 Hrs Walk,,Day 8: Trek Kyanjin Gompa – Lama Hotel (2500m) 6-7 Hrs Walk,,Day 9: Lama Hotel – Sybrubensi 4-5 Hrs Walk,,Day 10: Drive Back To Kathmandu -8 Hours Local Drive,,Day 11: Departure From Nepal. Airport Drop As Per Schedule.,"
Glimpse of Nepal Tour 8 Days Kathmandu-Pokhara-Lumbini-Chitwan tour,https://www.tourradar.com/t/160050,"US,$,1,199",8 days,5.0,12,16,,"Day 01: Arrival in Kathmandu and transfer to hotel. Half day sightseeing in Kathmandu and overnight stay at hotel in Kathmandu ,,Day 02: Drive from Kathmandu to Pokhara (200km/7hours) in a tourist bus and overnight stay at hotel. ,,Day 03: Move to Sarangkot for mesmerizing sunrise view and Pokhara sightseeing. Overnight stay at hotel. ,,Day 04: Drive from Pokhara to Lumbini (200km/6 hours) in a tourist vehicle. Overnight stay at hotel in Lumbini. ,,Day 05: Sightseeing in Lumbini for half day accompany by well experience guide.,,Day 06: Explore wildlife activities in Chitwan National Park for full day,,Day 07: Chitwan jungle safaris and drive back to Kathmandu by a tourist vehicle. ,,Day 08: Final departure ,"
Himalayas Sunrise and Sunset,https://www.tourradar.com/t/75747,"US,$,950",7 days,4.6,5,12,"Marvel at the grand holy temples of bustling Kathmandu,Witness sunset views over Himalayan ranges from Nagarkot,Fall in love with the tranquil lakeside paradise of Pokhara","Day 01 : Arrive at Kathmandu,,Day 02 : Kathmandu Sightseeing Tour- Nagarkot,,Day 03 : Nagarkot to Bandipur,,Day 04 : Bandipur to Pokhara,,Day 05 : Pokhara – Sarangkot – Pokhara Sightseeing,,Day 06 : Pokhara to Kathmandu,,Day 07 : Farewell,"
Nepal Highlights Tour - 8 Days,https://www.tourradar.com/t/165460,"US,$,1,599",8 days,5.0,10,16,"Gaze at the wonderful architecture of Kathmandu Valley,Discover unique wooden crafts of medieval monuments,Experience the fascinating wildlife diversity of Chitwan,Capture the stunning mountain reflections of Fewa Lake,Bask at the views of a scenic flight of Kathmandu","Day 1: Land in Kathmandu and transfer to your hotel,,Day 2: Sightseeing to the UNESCO World Cultural Heritage sites around Kathmandu valley,,Day 3: Drive to Chitwan,,Day 4: Full day Jungle Safari Activities, nature walk, bird watching, Jeep Safari, Canoeing etc. in Chitwan ,,Day 5:  A scenic drive to Pokhara and enjoy Sightseeing around Pokhara,,Day 6: A pleasant hike to World Peace Pagoda and sightseeing around Valley,,Day 7: Drive to Kathmandu and drive to Nagarkot and enjoy the spectacular views and sunset,,Day 8: Final Departure to your next destination,"
Everest Base Camp Trek,https://www.tourradar.com/t/5535,"US,$,1,599",15 days,4.2,15,15,"Excursion to Thame + Khumjung,Experience fluted ice walls of Amphu Lapcha pass,Climb past the Khumbu Glacier,Sunrise views of Everest","Day 1: Kathmandu,,Day 2: Kathmandu/Phakding,,Day 3: Phakding/Namche Bazaar,,Day 4: Namche Bazaar,,Day 5: Namche Bazaar/Thyāngboche,,Day 6: Thyāngboche/Dingboche,,Day 7: Dingboche,,Day 8: Dingboche/Lobuche,,Day 9: Everest Base Camp,,Day 10: Gorak Shep/Pheriche,,Day 11: Pheriche/Kyangjuma,,Day 12: Kyangjuma/Monjo,,Day 13: Monjo/Lukla,,Day 14: Lukla/Kathmandu,,Day 15: Kathmandu,"
Annapurna Homestay Trek,https://www.tourradar.com/t/11917,"US,$,410",5 days,4.4,7,12,,"Day 1: Pokhara/Kalikasthan - Yangjakot trek (1440m),,Day 2: Yangjakot - Tanting trek (1580m),,Day 3: Tanting - Siklis trek (1980m),,Day 4: Siklis to Ghale Gaun trek (1620m),,Day 5: Ghale Gaun to Bhurjung Khola trek/Pokhara,"
Annapurna Base Camp Trek - 8 Days,https://www.tourradar.com/t/135604,"US,$,727",8 days,4.8,16,12,,"Day 1: Kathmandu – Pokhara 850 m /2788 ft- 7 hrs drive by tourist bus,,Day 2: Pokhara –Nayapul 1 hrs drive by taxi and Trek to Ghandruk 1910m/3810ft- 4 hrs walk approximately.,,Day 3: Trek Ghandruk to Chhomrong (2170m) - 5/6 hrs walk approximate,,Day 4: Trek from Chhomrong to Himalayan Hotel (2920m) - 6/7 hrs walk approximate,,Day 5: Trek from Himalayan to Annapurna Base Camp (4130m) via Machhapuchchhre Base Camp (3720m) 5/6 hrs walk approximate, overnight at lodge.,,Day 6: Trek from ABC to Bamboo (2,340 m) 6/7 hrs walk approximate, overnight at lodge.,,Day 7: Trek from Bamboo to Jhinu Danda (Hot Spring) (1755m) 5/6 hrs walk approximate, Overnight at lodge.,,Day 8: Trek from Jinu dada to Nayapul (1050m/) 4/ 5 hrs walk and 1:30 hrs Drive to Pokhara (820m) /Kathmandu,"
Annapurna View Trek,https://www.tourradar.com/t/111930,"US,$,550",5 days,4.7,15,12,,"Day1: Kathmandu to Pokhara   Approx. 7 hours' drive or flight (optional),,Day 02: Drive from Pokhara to Ulleri for Approx. 4 hours and trek to Ghorepani (2,640m- Approx. 5-6 hours walk),,,Day 03: Ghorepani to Tadapani: Guest house (2,830m: Approx. 4-5 hours),,Day 04: Tadapani to Ghandruk village trek and drive back to Pokhara (3 hours walk then 3 hours' Drive to Pokhara),,Day 05: Pokhara to Kathmandu via Drive or flight (optional),"
Everest Panorama Trek,https://www.tourradar.com/t/109884,"US,$,900",7 days,4.4,14,15,"Chaurikharka village and descent towards Dudhkoshi Ghat,Dudhkoshi River via a long suspension bridge,Sagarmatha National Park,Hillary Suspension Bridge","Day 1: Kathmandu, Arrival in Kathmandu 1,350m,,Day 2:Kathmandu to Lukla flight, trek to Phakding 2,800m,,Day 3:Phakding to Namche Bazaar 3,440m,,Day 4:Namche Bazaar - day hike Khunde/Khumjung/Everest,,Day 5:Namche to Phakding and Lukla 2,800m,,Day 6:Lukla to Kathmandu 1350m,,Day 7:Kathmandu: departure day 1,350m,"
Short Everest Base Camp Trek,https://www.tourradar.com/t/150065,"US,$,989",9 days,5.0,12,12,,"Day 1: Kathmandu to Lukla Scenic Flight and short trek to Phakding 2810m)- 4 hrs walk approx,,Day 2: Trek to Namche Bazaar 3,450 m /11,315 ft,  6 hrs walk approx,,Day 3: Trek to Pangboche 3090 m/14,677 ft, 6 hrs walk approx.,,Day 4: Trek to Thukla 4620 m / Labuche (4910m), 6 hour walk approx.,,Day 5: Trek to Everest base camp 5170 m/16,961 ft and 5364 m/17,594 ft, 5 hours approx.,,Day 6: Hike – Kalapathar(5545m) - Gorakshep - Periche (4,250), 6hrs walk approx,,Day 7: Trek to Namche 3,450/11,315 ft, 6 hrs walk approx.,,Day 8: Trek to Lukla 2,850m/9,350ft, 6 hrs approx.,,Day 9: Fly back from Lukla to Kathmandu 35minutes.,"
11 Days short Everest base camp trek,https://www.tourradar.com/t/117133,"US,$,1,150",11 days,4.8,13,10,,"Day 1: Kathmandu – Lukla (2,642m/8,668ft) – Phakding (2,562m /8,700ft),,Day 2: Phakding - Namche Bazaar (3,440m/11,280ft),,Day 3: Namche Bazaar – Tengboche (3,870m/12,694ft),,Day 4: Tengboche – Dingboche (4,360m/14,300ft),,Day 5: Dingboche: Acclimatization and exploration day,,Day 6: Dingboche – Lobuche (4,940m/16,207ft),,Day 7: Lobuche – Gorak Shep (5,160m/17,000ft) ) – Everest Base Camp (5,364m/17,594ft), Gorak Shep ~15 km,,Day 8: Gorak Shep – Kala Patthar (5,545m/18,192ft) – Pheriche (4,280m/14,070ft),,Day 9: Pheriche – Namche Bazaar (3,440m /11,280ft),,Day 10: Namche Bazaar – Lukla (2,642m/8,668ft),,Day 11: Lukla – Kathmandu (1,300m/4,264ft), 35 min flight,"
Explore Nepal Tours 11 Days,https://www.tourradar.com/t/114044,"US,$,801",11 days,4.8,11,11,,
Everest Base Camp Short Trek,https://www.tourradar.com/t/75620,"US,$,1,245",14 days,4.9,39,12,"Marvel at the celebrated village of Namche Bazaar,Witness the Khumbu Glacier glistening in the sun,Experience the magnificent Mount Everest up close","Day 01 : Arrive at Tribhuwan International Airport (TIA) Kathmandu,,Day 02 : Fly to Lukla and trek to Phakding (2652m/8699ft) Duration: 3 hours,,Day 03 : Trek to Namche Bazaar (3440m/11283ft) Duration: 6 hours,,Day 04 : Namche Bazar and Everest View Hotel,,Day 05 : Trek to Tengboche (3860m/12660ft) Duration: 5 hours,,Day 06 : Trek to Dingboche (4410m/14464ft) Duration: 5 hours,,Day 07 : Dingboche to Nagerjun (5100m/16728ft) and return Duration: 6 hours,,Day 08 : Trek to Lobuche (4910m/16105ft) Duration: 5 hours,,Day 09 : Trek to EBC (5364m/17594ft) &amp; back to Gorekshep (5181m/16994ft) Duration: 8 hours,,Day 10 : Hiking to Kalapattar (5545m/18188ft) - Gorekshep - Pheriche (4210m/13809ft) Duration : 7 hours,,Day 11 : Trek to Namche (3440m/11283ft) Duration: 7 hours,,Day 12 : Trek to Lukla (2800m/9184ft) Duration: 7 hours,,Day 13 : Fly back to Kathmandu,,Day 14 : Farewell,"
